Audio,Label
"[-0.14508691 -0.22642456 -0.14566828 ... -0.07813524 -0.0083459
  0.03238023]",street_music
"[-0.11744526 -0.30145642 -0.02411709 ...  0.24765547  0.18706173
 -0.03488615]",street_music
[0.01327665 0.02288397 0.02084597 ... 0.42164674 0.31464562 0.28316924],dog_bark
"[-0.01066776 -0.01575569 -0.00931169 ... -0.00182488 -0.00143456
 -0.00302113]",dog_bark
"[ 0.15658046  0.23795126  0.19480118 ... -0.00097032 -0.00053843
 -0.00155671]",dog_bark
"[-0.00202697 -0.00408328 -0.00289217 ...  0.00605223  0.00779751
  0.00758917]",dog_bark
"[-0.08476003 -0.21059845 -0.16902958 ... -0.01536586 -0.23087557
 -0.22723386]",street_music
"[ 0.04014835  0.2708766   0.34676367 ... -0.05344063  0.05670102
 -0.09128436]",street_music
"[-0.00576206 -0.07107103 -0.06260584 ...  0.07447141  0.14272656
  0.38287562]",street_music
"[-0.223739   -0.36378717  0.0217557  ... -0.07888761 -0.11701391
 -0.04164125]",street_music
"[-0.03833606 -0.02569604 -0.01162678 ...  0.11895705  0.12707129
  0.04260238]",street_music
"[-0.02096325 -0.11712178 -0.21115941 ...  0.18264306  0.10576585
 -0.03440262]",street_music
"[-0.02909946 -0.03199159 -0.02565852 ...  0.3839046   0.36008915
  0.40787292]",gun_shot
"[-0.13174625 -0.2849999  -0.29056144 ... -0.0298362   0.05440636
 -0.08238156]",engine_idling
"[ 0.11414619  0.12746845 -0.01453602 ... -0.04726114 -0.08664629
 -0.10463747]",engine_idling
"[-0.10022216 -0.14490353 -0.06464318 ... -0.13913722 -0.15817843
 -0.20773667]",engine_idling
"[-0.03026074 -0.05965377 -0.03292018 ... -0.08590432 -0.1189874
 -0.21944869]",engine_idling
"[-0.2412539  -0.39472297 -0.36272123 ...  0.09031958  0.05767713
 -0.16915655]",engine_idling
"[-0.26495895 -0.51607907 -0.3934304  ... -0.1810706  -0.3046721
 -0.498764  ]",engine_idling
"[-0.15918781 -0.26238626 -0.14574967 ... -0.10724839 -0.07446789
  0.16762568]",engine_idling
"[-0.29301018 -0.32284024 -0.19566837 ...  0.17323676  0.06909347
 -0.0582612 ]",engine_idling
[0.12959537 0.22536124 0.03114251 ... 0.27186954 0.36219046 0.44513997],engine_idling
[0.0593436  0.10194802 0.07540941 ... 0.08949669 0.08731095 0.01853108],engine_idling
[0.2943619  0.42613316 0.22493312 ... 0.12729678 0.08234799 0.01806576],engine_idling
[0.02550605 0.08793061 0.15568826 ... 0.04061633 0.11630693 0.15061869],engine_idling
"[-0.00533416  0.04988025  0.06968875 ...  0.41039097  0.3339518
  0.38603544]",engine_idling
"[ 0.08011018  0.15270613  0.19160071 ... -0.17593978 -0.18056326
 -0.19403018]",engine_idling
"[ 0.20507899  0.3977993   0.29722765 ... -0.105503   -0.12568112
 -0.19671886]",engine_idling
[0.29184496 0.34247532 0.00852333 ... 0.21084462 0.14524823 0.1755188 ],engine_idling
"[ 0.008197    0.04739239  0.07276362 ... -0.10957249 -0.08442905
 -0.10328875]",engine_idling
"[ 0.09199473  0.11984147  0.08102685 ... -0.25441977 -0.2533793
 -0.2938343 ]",engine_idling
"[-0.04929128 -0.07113206 -0.04068333 ...  0.230261    0.18528445
  0.33460033]",engine_idling
"[-0.09184109 -0.07473449  0.03786604 ... -0.25830144 -0.22474729
 -0.23030283]",engine_idling
"[ 0.11254079  0.05481022 -0.03718508 ...  0.06983392  0.13226621
  0.07694691]",engine_idling
"[-0.10368388 -0.1327673  -0.13014965 ...  0.3352891   0.32461095
  0.4206876 ]",engine_idling
[0.03563933 0.10790883 0.1516055  ... 0.04773045 0.03177512 0.02073173],engine_idling
"[-1.4643626e-05  4.0311705e-05  6.3045729e-05 ... -5.0708964e-02
 -3.3009291e-02 -1.2843530e-02]",street_music
"[ 0.06273761  0.03553327 -0.0254118  ...  0.2865491   0.30593073
  0.37791228]",street_music
"[ 0.04374402  0.21445286  0.34759012 ... -0.08107378 -0.03975121
  0.07437541]",street_music
"[-0.14314532 -0.23740491 -0.20522018 ...  0.06843955  0.04840183
  0.04495575]",street_music
"[ 0.09942944  0.16010715  0.10903587 ... -0.19928756 -0.17309304
 -0.14117555]",street_music
"[-0.01385668  0.00551684  0.00781225 ...  0.06682435  0.02962292
 -0.02261072]",street_music
"[-0.00015877 -0.00028344 -0.00024052 ... -0.0972543  -0.02352146
  0.08426603]",children_playing
"[-0.03747547 -0.17685509 -0.23488735 ... -0.12663369 -0.03450947
  0.06997241]",children_playing
"[ 0.07545292  0.13562822  0.09151547 ... -0.4418569  -0.4639378
 -0.381621  ]",children_playing
"[ 0.01798509 -0.00479916 -0.022223   ...  0.19028798  0.21247514
  0.02582406]",children_playing
"[-0.06194109 -0.00361647  0.15512338 ... -0.12619303  0.36970255
  0.8384223 ]",children_playing
"[-4.5765532e-04 -1.9630438e-03 -4.5752721e-03 ... -4.9315223e-01
 -4.9726745e-01 -4.3702799e-01]",dog_bark
"[ 0.02089863  0.0385918   0.03678165 ... -0.04468478 -0.04402789
 -0.04882178]",dog_bark
"[-0.15567316 -0.12166826  0.03186155 ... -0.00051234 -0.00092031
  0.00015619]",dog_bark
"[-0.02823517 -0.04527378 -0.03682489 ...  0.02734219  0.02253531
  0.02203877]",dog_bark
"[ 1.4456057e-06  2.6053988e-06 -7.2982943e-06 ... -1.5371039e-02
 -2.2974012e-02 -2.9185131e-02]",dog_bark
[0.07688905 0.26861778 0.41440016 ... 0.3006963  0.3081898  0.26185524],air_conditioner
[0.30274558 0.5003687  0.40482372 ... 0.45884657 0.39727584 0.3898902 ],air_conditioner
"[ 0.0718378   0.00262488 -0.16900666 ... -0.10309952 -0.12932463
 -0.24683778]",air_conditioner
"[ 0.21364586  0.25011164  0.10725483 ... -0.03283803  0.1575554
  0.44416407]",air_conditioner
"[-0.176978   -0.3618489  -0.39336416 ... -0.14065853 -0.01170289
  0.07813519]",air_conditioner
"[ 0.37704846  0.71692365  0.64920324 ... -0.05690527 -0.17653029
 -0.304752  ]",air_conditioner
"[ 0.03124193  0.04484231  0.05642405 ... -0.07854404 -0.01292733
 -0.0391457 ]",air_conditioner
"[-0.21391366 -0.31860724 -0.20574196 ...  0.10005963  0.11975574
  0.07521682]",air_conditioner
"[-0.05457413 -0.11030491 -0.11831734 ...  0.14476265  0.09702914
 -0.01959884]",air_conditioner
"[ 0.01227529 -0.03332003 -0.17751741 ...  0.06083169 -0.11063872
 -0.3222412 ]",air_conditioner
"[-0.00351541 -0.01292852 -0.03184913 ...  0.02170368  0.01945467
  0.04172683]",street_music
"[-0.07241261 -0.05057831  0.00147539 ... -0.09077126 -0.07385916
 -0.06833985]",street_music
[0.11331572 0.13592203 0.05550686 ... 0.03365612 0.04781428 0.03741394],street_music
"[-0.03052525 -0.07937697 -0.07154201 ... -0.04097708 -0.01767768
  0.02143206]",street_music
"[ 0.00459225 -0.0272055  -0.07393554 ...  0.17977512  0.1735749
  0.01489951]",street_music
"[-0.22190064 -0.17017359  0.13686101 ...  0.07108673 -0.00537856
 -0.04560794]",street_music
"[ 0.14660177  0.21196103  0.1352104  ... -0.06711243 -0.08279542
 -0.05733986]",siren
"[-0.07632817 -0.08605817  0.00028942 ...  0.2316216   0.23983325
  0.2398022 ]",siren
"[-0.22221963 -0.30194342 -0.18044616 ... -0.22199889 -0.15193518
  0.03554916]",siren
"[ 0.06346001  0.04334801 -0.04994167 ...  0.0788214   0.20486724
  0.49243352]",siren
"[ 0.11701262  0.28688034  0.28553167 ... -0.41564327 -0.32726762
 -0.23177947]",siren
"[ 0.35879126  0.59652317  0.4580287  ...  0.03311215 -0.02005116
 -0.02770798]",siren
"[-0.13055499 -0.20717777 -0.10092828 ...  0.07771842  0.07767717
  0.14027947]",siren
"[-0.03640445 -0.14789431 -0.272622   ... -0.04226047 -0.02748609
  0.00354609]",siren
[0.16319594 0.30241847 0.24580821 ... 0.04478212 0.01884179 0.04960026],siren
"[ 0.03927138  0.12742588  0.20104443 ... -0.15149081 -0.11465219
 -0.10192832]",siren
[0.05897615 0.14086011 0.18364944 ... 0.29617754 0.21786349 0.2538237 ],siren
"[-0.00956377 -0.00989121 -0.00781995 ... -0.51883847 -0.35971925
 -0.1692987 ]",siren
"[ 0.10231908  0.17602214  0.17328216 ... -0.39275867 -0.23155072
  0.01859676]",siren
"[ 0.00968996  0.14937118  0.3035493  ... -0.12717111 -0.19739053
 -0.24915074]",siren
[0.18865804 0.38983455 0.28370643 ... 0.19810228 0.25640485 0.21029067],siren
"[-1.8217799e-01 -2.2936136e-01 -6.1286125e-02 ... -1.3492370e-01
 -8.8255376e-02  1.2068452e-04]",siren
"[ 0.01672083 -0.10804585 -0.24174769 ...  0.0292788  -0.0101225
 -0.03948863]",siren
"[ 0.08356798  0.23337805  0.30927563 ... -0.23352885 -0.22175951
 -0.30000842]",siren
"[-0.01974098 -0.02490144 -0.1057886  ... -0.13959406 -0.01250313
  0.07416745]",siren
"[ 0.0001315   0.00042684  0.0005657  ... -0.00171122 -0.00203347
 -0.00224439]",dog_bark
[0.00057775 0.00109636 0.00112635 ... 0.01769652 0.01530703 0.01425921],dog_bark
"[-0.03055963 -0.09329054 -0.11317696 ...  0.17211035 -0.22154853
 -0.73704076]",car_horn
"[-0.05761012 -0.07314066  0.03620665 ... -0.82485217 -0.20474115
  0.29650882]",car_horn
"[-0.3200296  -0.19141988  0.09388106 ... -0.0948708   0.04316147
  0.12581751]",car_horn
"[-0.00964616 -0.38878024 -0.62294066 ...  0.12530355 -0.1911
 -0.35095832]",car_horn
"[ 0.03298115 -0.0270464  -0.06791414 ... -0.11241345  0.03844244
  0.02348736]",car_horn
"[-0.08773396 -0.00552587  0.02131704 ...  0.07192928  0.10395217
  0.07369137]",car_horn
"[-0.07442772 -0.19871889 -0.20448169 ... -0.0017319  -0.00406911
 -0.00667539]",car_horn
"[ 0.05840535  0.14936063  0.21799438 ... -0.37311986 -0.25362396
  0.02756642]",car_horn
"[-0.03506068 -0.11866504 -0.07819079 ... -0.42973414 -0.37511867
 -0.10016198]",car_horn
[0.01496117 0.02536453 0.0207055  ... 0.10505073 0.09693286 0.10838486],dog_bark
"[ 0.06754963  0.1164758   0.09829547 ... -0.02008555 -0.01960913
 -0.02484355]",dog_bark
"[-0.0003619   0.02280904  0.05024015 ... -0.05836545 -0.05520182
 -0.05659391]",dog_bark
"[-0.00031149 -0.01448579 -0.03339154 ... -0.01089622 -0.0132156
 -0.02588779]",children_playing
"[-0.07866042 -0.1506179  -0.10083212 ...  0.06361107  0.08429591
  0.09851882]",children_playing
[0.08122285 0.09415337 0.05457865 ... 0.03904125 0.01999225 0.03864139],children_playing
"[ 0.00084248 -0.02647822 -0.03621241 ... -0.02713631 -0.02642756
 -0.03035877]",children_playing
"[-0.0738878  -0.08930871 -0.02894749 ...  0.28049755  0.2587927
  0.25714117]",children_playing
"[-0.00193507 -0.0050972  -0.02362165 ...  0.00091976  0.00085627
 -0.00136498]",children_playing
"[ 0.05406128  0.0745866   0.03580336 ... -0.03484136  0.00051883
  0.06243984]",children_playing
"[-0.02444826 -0.02071817  0.00720438 ...  0.09522426 -0.01590529
  0.08743241]",jackhammer
"[-0.13629477 -0.15552697 -0.05232092 ...  0.02551435 -0.04737808
  0.07493696]",jackhammer
"[-0.03312113 -0.08342022 -0.04394329 ... -0.08456205 -0.03065375
 -0.02462875]",jackhammer
"[ 0.00348791 -0.0240464   0.07717562 ... -0.02541086 -0.01365778
  0.03086104]",jackhammer
"[-0.03039585 -0.051512    0.01944718 ... -0.02164507 -0.01826412
 -0.02931566]",jackhammer
"[ 0.00638103  0.04910739 -0.02406017 ...  0.08366942  0.09102919
  0.04898508]",jackhammer
"[-0.02300873  0.03874474  0.02161622 ...  0.05462895 -0.00150889
 -0.03830209]",jackhammer
"[-0.07465127  0.03249911  0.22824237 ...  0.04665604  0.0145587
  0.00112919]",jackhammer
"[-0.01073797 -0.00423705  0.05771961 ... -0.10045331 -0.13851818
 -0.33332217]",jackhammer
"[-0.08067004 -0.14552687 -0.13288271 ...  0.44181868  0.37142444
  0.38616973]",jackhammer
"[-0.00835366 -0.04705151 -0.02780789 ...  0.03827241  0.0647773
  0.06575512]",jackhammer
"[ 0.07401156  0.0572542  -0.01391193 ... -0.09957924 -0.11304419
 -0.15168811]",jackhammer
"[-0.04165279 -0.07960054 -0.05521178 ...  0.11840758  0.03767269
  0.06089945]",jackhammer
"[-0.07494368 -0.08236605 -0.00673377 ...  0.4963526   0.40505943
  0.40074873]",jackhammer
"[ 0.26424158  0.47123832  0.41580957 ...  0.02082499  0.04187182
 -0.03787079]",jackhammer
"[ 0.04205531  0.08040413  0.07806081 ... -0.35667402 -0.35030526
 -0.3879283 ]",jackhammer
"[-0.04823844 -0.01438119  0.01152612 ... -0.20681615 -0.19406249
 -0.25243306]",jackhammer
"[-0.18671216 -0.29580724 -0.25688854 ...  0.08133725  0.03201824
  0.01091638]",jackhammer
"[-0.08209521 -0.13267857 -0.07453341 ... -0.21183103 -0.24229802
 -0.2210339 ]",jackhammer
"[ 0.04481984  0.04666124  0.00589188 ... -0.2323689  -0.2571344
 -0.345832  ]",jackhammer
"[-0.13416435 -0.22059764 -0.18042248 ...  0.12571251  0.14148855
  0.1359331 ]",jackhammer
"[-0.25438043 -0.41417238 -0.3172542  ...  0.12448822  0.05852027
  0.01101433]",jackhammer
"[-0.09008882 -0.15105024 -0.11693557 ...  0.16267465  0.10518752
  0.15281746]",jackhammer
"[-0.01952306 -0.01078203  0.02577958 ...  0.2285584   0.19517125
  0.19264203]",street_music
"[-0.09278335 -0.14309503 -0.08246926 ...  0.06721443  0.07961583
  0.08170136]",street_music
"[-0.02364273 -0.03064348 -0.01985829 ...  0.02727902  0.01618661
  0.00145347]",street_music
[0.14005198 0.26406685 0.27198514 ... 0.2205788  0.14128983 0.14378944],street_music
"[-0.0225991  -0.04413864 -0.04893025 ... -0.35072595 -0.465739
 -0.46381786]",street_music
"[-0.0052988  -0.05068217 -0.10653234 ... -0.1462247  -0.13399795
 -0.1358762 ]",street_music
"[-0.00762262 -0.00794897 -0.00120825 ...  0.09010327  0.11719929
  0.16021506]",children_playing
"[-0.07430975  0.03947339  0.21739902 ... -0.13529003 -0.14110172
 -0.1402635 ]",children_playing
"[-0.05857481 -0.02277946  0.02759074 ... -0.06848652  0.02964081
  0.17136692]",children_playing
"[-0.19899528 -0.34367675 -0.29909065 ... -0.12971315 -0.26574954
 -0.44347864]",children_playing
"[-0.17889042 -0.25394243 -0.11138047 ...  0.20357303  0.08689271
  0.08094896]",children_playing
"[-0.09174902 -0.05989607  0.0074733  ...  0.05437788  0.03582263
  0.00975469]",children_playing
"[-0.01040306 -0.08674164 -0.17313352 ... -0.08576681 -0.01581657
  0.06552473]",children_playing
"[ 0.24022557  0.3162072   0.12945682 ... -0.01013368 -0.00243113
 -0.02915053]",children_playing
"[ 0.02634879  0.03475925  0.01676318 ... -0.01427829 -0.0114098
 -0.00938365]",gun_shot
[0.00166905 0.00267689 0.00228804 ... 0.00249627 0.0024811  0.0024576 ],gun_shot
"[ 0.00262508  0.00414794  0.00333788 ... -0.04534993  0.0886495
  0.16363999]",gun_shot
"[-0.35714287 -0.3392857  -0.30357143 ...  0.26785713  0.17857143
  0.07142857]",siren
"[-0.10714286 -0.08928572  0.01785714 ...  0.32142857 -0.05357143
 -0.3392857 ]",siren
"[-0.31578946 -0.2982456  -0.21052632 ...  0.5263158   0.6666667
  0.68421054]",siren
"[-0.05263158 -0.01754386 -0.03508772 ...  0.28070176  0.24561404
  0.19298245]",siren
"[ 0.         -0.01785714  0.03571429 ...  0.01785714  0.03571429
  0.05357143]",siren
"[-0.49056605 -0.49056605 -0.41509435 ...  0.13207547  0.01886792
 -0.0754717 ]",siren
"[ 0.19298245  0.40350878  0.49122807 ... -0.19298245 -0.07017544
 -0.01754386]",siren
"[-0.07017544 -0.01754386  0.07017544 ... -0.47368422 -0.42105263
 -0.33333334]",siren
"[-0.07017544 -0.21052632 -0.33333334 ...  0.5263158   0.40350878
  0.31578946]",siren
"[-0.22807017 -0.03508772  0.1754386  ... -0.57894737 -0.5964912
 -0.45614034]",siren
"[ 0.2413793   0.1724138   0.10344828 ...  0.1724138  -0.05172414
 -0.22413793]",siren
"[-0.25862068 -0.10344828  0.         ... -0.20689656 -0.18965517
 -0.13793103]",siren
"[ 0.00587544 -0.00702206 -0.03419811 ...  0.0424403   0.1318767
  0.18279335]",gun_shot
"[ 0.0371396   0.04193773  0.02276238 ... -0.28359663 -0.27797297
 -0.23615019]",gun_shot
[0.15543045 0.32653067 0.34866318 ... 0.55491513 0.47722727 0.38981405],gun_shot
"[-6.3582668e-08 -9.8865740e-08 -2.7611591e-08 ...  2.4052450e-02
  6.7315507e-03  1.5008775e-02]",gun_shot
"[ 7.2390796e-09  1.4947104e-09  2.0951839e-08 ...  5.4337543e-02
 -9.5520489e-02 -1.8133728e-01]",gun_shot
"[ 0.01051323 -0.01573305 -0.0361328  ... -0.22352764 -0.25632843
 -0.16727254]",gun_shot
"[-0.5463376  -0.82682174 -0.70264757 ... -0.50683564  0.10308015
 -0.6472771 ]",gun_shot
"[-0.1287874  -0.16542113 -0.13062721 ... -0.19470978 -0.2250036
 -0.2129032 ]",gun_shot
"[-4.0190275e-07  5.3334071e-07 -2.2716731e-05 ...  3.2513100e-01
  4.1400114e-01  4.1594243e-01]",gun_shot
"[ 0.00919161 -0.0240514  -0.06266763 ... -0.00121335 -0.05237249
 -0.08850408]",gun_shot
"[-0.08947488 -0.17122364 -0.16405307 ...  0.05309562  0.08295986
  0.08989465]",gun_shot
"[ 0.05101362  0.07587356 -0.00997904 ...  0.01006499 -0.04040474
 -0.11711315]",gun_shot
"[-1.2415244e-05 -3.1896507e-05 -2.5490648e-05 ...  7.0993088e-02
  7.0477650e-02  1.1448768e-02]",gun_shot
"[ 0.00243848  0.00435571  0.00398024 ... -0.26882628 -0.2749219
 -0.2587117 ]",gun_shot
"[ 0.02017544 -0.00606808 -0.0789671  ... -0.19965386 -0.1832243
 -0.12280996]",gun_shot
"[ 1.40802122e-05 -5.37836277e-05 -1.20926794e-04 ... -2.55861253e-01
 -2.73685277e-01 -2.06998914e-01]",gun_shot
"[ 0.04505323  0.12494445  0.18217187 ... -0.04831446 -0.02702568
 -0.03816974]",gun_shot
"[ 0.01125058  0.04492787  0.06701968 ...  0.15004018  0.0856896
 -0.02464437]",gun_shot
"[-0.03431484 -0.04402428 -0.02736039 ...  0.24016444  0.23606758
  0.17078519]",gun_shot
"[-0.01833283 -0.03693982  0.01987648 ...  0.00200104 -0.05852642
 -0.06772114]",gun_shot
[0.02995492 0.04910601 0.0404641  ... 0.15234508 0.1651845  0.16868855],children_playing
"[ 0.05709114  0.08145486  0.06089979 ... -0.05510897 -0.0476738
 -0.04078437]",children_playing
[0.06500542 0.12029174 0.10458855 ... 0.06681836 0.04757185 0.15663786],children_playing
"[ 0.10335547  0.17532249  0.15653014 ... -0.13767594 -0.13727061
 -0.14945497]",children_playing
"[-0.13197404 -0.19897103 -0.15127966 ... -0.46181267 -0.4842384
 -0.5772384 ]",children_playing
"[ 0.00514785  0.01296288  0.01614684 ... -0.01818709 -0.01453864
 -0.01707993]",children_playing
"[-0.06898511 -0.11725189 -0.10342654 ... -0.01160476 -0.00851316
 -0.013724  ]",children_playing
"[ 0.00083541  0.00996478 -0.01203609 ...  0.217183   -0.02338674
 -0.06633729]",drilling
"[-0.05051589 -0.08682014  0.00743733 ...  0.18706071  0.05444925
 -0.09779729]",drilling
"[-0.02621507 -0.0142861   0.1159659  ...  0.04798148  0.17903832
  0.28741902]",drilling
"[ 0.07916612  0.02916005 -0.06273954 ...  0.0174562   0.07256026
  0.05788153]",drilling
"[ 0.02357707  0.1436456   0.28419474 ... -0.16164665  0.01156401
  0.25374222]",car_horn
"[-0.03478669 -0.09632418 -0.10513054 ...  0.30381516  0.2307541
  0.1454084 ]",car_horn
"[ 0.15965548  0.1990916   0.06511586 ... -0.32137728 -0.41998476
 -0.44496414]",car_horn
"[ 0.04455262  0.05442137  0.03412868 ... -0.03365644 -0.06227644
 -0.07599744]",car_horn
"[-0.21827774 -0.33487433 -0.18485548 ... -0.0040604   0.00638492
  0.00301426]",car_horn
"[ 0.01816035 -0.0245134  -0.00125536 ...  0.00796893 -0.00677653
 -0.04150599]",dog_bark
"[-0.02603866  0.01677273  0.06888035 ...  0.02043744 -0.03296636
 -0.01790801]",dog_bark
"[ 0.07024238  0.00314931 -0.1577042  ...  0.10814343  0.1732601
 -0.20171428]",dog_bark
"[ 0.02126138  0.05706806  0.04625655 ...  0.03137078 -0.13475442
  0.01981558]",dog_bark
"[-5.1558008e-08  8.0213709e-08 -1.5905655e-08 ... -3.0155429e-03
 -1.6861372e-03 -1.5205025e-03]",gun_shot
"[ 9.7949062e-09 -1.0970294e-08  3.9398884e-08 ... -1.7779514e-01
 -2.4183288e-01 -2.7409220e-01]",gun_shot
"[ 3.6291212e-08 -5.7120859e-09 -1.6931180e-08 ... -9.3350154e-01
 -9.3520546e-01 -8.4314519e-01]",gun_shot
"[-1.02745785e-08 -1.71764736e-09  1.87563476e-08 ... -2.67921388e-03
 -3.32082855e-04 -1.18498469e-03]",gun_shot
"[3.4742921e-08 2.6060031e-08 9.5565200e-09 ... 2.9254300e-03 1.3788611e-01
 6.1906192e-02]",gun_shot
"[-3.1505493e-08 -2.7568433e-08 -3.1737425e-08 ...  9.2502022e-03
  1.5419187e-02  1.0269272e-02]",gun_shot
"[7.3891546e-09 8.9460359e-09 3.5616338e-12 ... 8.0281245e-03 4.1685421e-03
 1.6472371e-02]",gun_shot
"[ 1.1289852e-09 -3.6581174e-09  7.0101387e-09 ... -5.1739551e-02
 -6.9841027e-02 -8.5312366e-02]",gun_shot
[0.09332959 0.16855188 0.16405824 ... 0.11201796 0.10664318 0.10503747],street_music
"[-0.14180803 -0.23614404 -0.16081636 ... -0.24578807 -0.17579435
 -0.0254357 ]",street_music
"[ 0.02432392  0.05393443  0.06796203 ... -0.03820337  0.03872525
  0.13917637]",street_music
"[-0.07338319 -0.14831078 -0.1632423  ... -0.06572263 -0.0224506
  0.01051228]",street_music
"[ 0.11241144  0.22535063  0.19709668 ... -0.15867807 -0.08626769
  0.03650113]",street_music
"[ 0.16799009  0.4048531   0.47814667 ... -0.06134921 -0.09369092
 -0.09361269]",street_music
"[ 0.01196782  0.01712251  0.0122627  ... -0.00425941 -0.01244863
 -0.01848457]",street_music
"[ 0.07814699  0.15587251  0.07292131 ... -0.10954721 -0.15344748
 -0.24473034]",street_music
"[-0.14593902 -0.21912354 -0.14461274 ... -0.05410552 -0.04366041
 -0.05520187]",street_music
[0.07015505 0.10353342 0.143362   ... 0.15455844 0.18679315 0.03293541],street_music
"[-0.02413748 -0.02689486 -0.06264725 ...  0.04004018  0.05851057
  0.00701328]",street_music
"[-0.02680035 -0.05025985 -0.02841545 ... -0.18500943 -0.1623476
 -0.07969338]",street_music
"[ 0.00152479  0.00145824  0.00075987 ... -0.0146042  -0.01541387
 -0.0091781 ]",dog_bark
[0.02600354 0.04212468 0.0457359  ... 0.06795418 0.07475015 0.07165658],dog_bark
"[-0.03747018 -0.07124765 -0.06562071 ...  0.00889168  0.01158705
  0.01373422]",dog_bark
[0.13209236 0.20486411 0.18378721 ... 0.14673899 0.11268203 0.12289383],dog_bark
"[-0.05445505 -0.04516984  0.03557232 ...  0.01880672  0.02817662
  0.03310291]",dog_bark
"[ 0.00140814  0.00210333  0.00124345 ... -0.428973   -0.42972368
 -0.49848366]",dog_bark
"[-0.00720823 -0.01200467 -0.00856011 ... -0.00553547 -0.00531267
 -0.00593988]",dog_bark
"[-0.28391925 -0.55364215 -0.5202298  ...  0.00070501  0.00072492
  0.00106956]",dog_bark
"[-0.00283088 -0.00503327 -0.00403408 ... -0.13217244 -0.14779963
 -0.20729303]",dog_bark
"[-0.00204924 -0.00345741 -0.00311275 ...  0.00172616  0.00196884
  0.00218142]",gun_shot
"[-0.00078967 -0.00096801 -0.00093326 ... -0.20769571 -0.22049524
 -0.23803736]",gun_shot
"[-0.02385332 -0.04941809 -0.05242834 ...  0.00552621 -0.00244407
 -0.01309116]",gun_shot
"[-0.02559591 -0.04995838 -0.04765809 ... -0.02619743 -0.03572035
 -0.04634461]",gun_shot
"[-0.015362   -0.02222115 -0.02315954 ...  0.23337021  0.23254804
  0.28476107]",gun_shot
